ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
544-14-2067|342274794391894|Lauren|Little|F|36288 Vazquez Junctions Apt. 945|Killdeer|ND|58640|47.4109|-102.7762|1344|Location manager|1971-04-28|452214514179|adults_50up_female_rural.json
268-47-6389|4176539698221105|Sean|Le|M|594 Andrew Valley Apt. 585|Las Vegas|NV|89110|36.173|-115.0669|1417793|Medical physicist|1940-05-10|454657897099|adults_50up_male_urban.json
714-75-6019|213131978106348|Daniel|Davis|M|12432 Norma Hollow|Evansville|IN|47714|37.9591|-87.5293|182901|Geophysicist/field seismologist|1963-03-18|460042397555|adults_50up_male_urban.json
611-41-0843|4305432277369928206|Michael|Yu|M|4202 Davis Forge Apt. 262|Crosby|TX|77532|29.9249|-95.0578|26236|Translator|1997-01-19|222008882672|adults_2550_male_urban.json
206-08-0235|6011444020939108|Cheyenne|Robertson|F|91398 Jeffrey Meadow Suite 973|Ocala|FL|34474|29.1565|-82.2095|207224|Advice worker|1973-07-14|763488021850|adults_2550_female_urban.json
053-80-1167|639097278571|Michael|Baker|M|0386 Billy Divide|Mcdonough|GA|30253|33.451|-84.1544|90808|Barrister|1998-08-29|276620396154|young_adults_male_urban.json
118-19-8657|180072352731625|Shannon|Page|F|31869 Cindy Knolls|Sacramento|CA|95825|38.5892|-121.4057|757530|Senior tax professional/tax inspector|1949-01-10|304827332802|adults_50up_female_urban.json
352-93-8824|3595119623695965|Jennifer|Ellison|F|33674 Paul Street|Houston|TX|77015|29.7853|-95.1852|2906700|Financial risk analyst|2000-03-20|866492273845|young_adults_female_urban.json
309-14-9651|180048231967051|Rodney|Wells|M|26593 Carney Crossing Suite 158|Orange|MA|01364|42.6129|-72.2924|7969|Herpetologist|1997-05-15|387034522255|adults_2550_male_urban.json
350-09-2895|3543702844265594|Lauren|Gaines|F|18278 Smith Forest|Gillette|WY|82718|43.9282|-105.5492|41750|Retail manager|1994-02-01|982268038114|adults_2550_female_urban.json
155-17-9308|3548495569158186|Sherri|Smith|F|240 Ramirez Motorway Suite 234|Albuquerque|NM|87107|35.1347|-106.6427|641349|Computer games developer|1979-12-04|174181848288|adults_2550_female_urban.json
691-37-0935|348448522022773|Karen|Green|F|07918 Stephanie Falls Apt. 834|Asheboro|NC|27205|35.6396|-79.8509|54324|Equities trader|1960-09-18|178302788612|adults_50up_female_urban.json
741-43-0879|3567988436550995|Jennifer|Warren|F|269 Cynthia Centers|Milford|PA|18337|41.3228|-74.8824|14572|Scientific laboratory technician|2002-05-16|644393969421|young_adults_female_urban.json
321-76-9477|503859885298|Andrea|Delacruz|F|074 Douglas Spur Apt. 373|Chicago|IL|60638|41.7814|-87.7705|2680484|Geologist, engineering|1960-03-07|77388797245|adults_50up_female_urban.json
893-40-4471|3550164044562538|Todd|Green|M|01892 Soto Shores|Vernon Rockville|CT|06066|41.8501|-72.4649|29219|Insurance account manager|1979-04-29|745352303199|adults_2550_male_urban.json
228-69-6093|4368934697865317|Jessica|Jenkins|F|694 Rivera Lakes Apt. 057|Ocean View|NJ|08230|39.2154|-74.7075|5599|Therapist, art|1986-04-05|876291918121|adults_2550_female_urban.json
236-37-9474|4903077130987892|David|Holland|M|28486 Holland Track|Georgetown|KY|40324|38.2117|-84.5562|41342|Government social research officer|1995-06-30|951260787234|adults_2550_male_urban.json
869-06-0748|6556151350167470|Gary|Parsons|M|4530 Andrews Roads|Klamath Falls|OR|97601|42.2933|-121.8169|51984|Accountant, chartered management|1994-08-29|330452082407|adults_2550_male_urban.json
728-53-2226|372242157671056|Anna|Blair|F|951 Rosales Isle Apt. 833|Walnut Creek|CA|94596|37.9053|-122.0549|82557|Journalist, newspaper|1968-07-17|861612239983|adults_50up_female_urban.json
359-66-9632|3530496451986437|Jessica|Hall|F|413 Kennedy Views Apt. 789|Bainbridge Island|WA|98110|47.6478|-122.538|23025|Office manager|1958-07-18|674126596423|adults_50up_female_urban.json
812-04-1406|676191427571|Maria|Oliver|F|718 Alex Ports Apt. 530|Utica|MI|48315|42.671|-82.9988|78577|Agricultural consultant|1969-10-30|248194312814|adults_50up_female_urban.json
551-83-7507|4077304206199552|Ashley|Kirby|F|08844 Shawn Mountains Apt. 451|Boynton Beach|FL|33437|26.5312|-80.1418|155385|Scientist, marine|1977-09-06|929910569199|adults_2550_female_urban.json
312-62-6718|4234814369824765362|Natalie|Robinson|F|61130 Richard Track|Philadelphia|PA|19132|39.9954|-75.1698|1526206|Politician's assistant|1997-12-11|398175105719|adults_2550_female_urban.json
019-31-7322|3516136236453240|Samantha|Novak|F|5145 Sanders Trail|Carson|WA|98610|45.7493|-121.8351|2871|Engineer, mining|1937-12-14|269806803477|adults_50up_female_urban.json
260-92-9797|4098476489556752640|John|Moss|M|0889 Sheila Coves Suite 165|Pomona|CA|91767|34.0812|-117.7362|154204|Multimedia specialist|1946-09-02|780188026892|adults_50up_male_urban.json
399-55-7153|348503559369354|Jose|Tanner|M|96628 Richard Plaza|Medina|OH|44256|41.1404|-81.8584|62039|Buyer, retail|1951-09-15|343247333192|adults_50up_male_urban.json
208-48-6979|30007931288459|Shannon|Reese|F|218 Charles Flat Apt. 980|Ontario|CA|91764|34.0763|-117.6254|166856|Financial manager|1980-06-05|134299008192|adults_2550_female_urban.json
297-23-8620|4349943586211|Shirley|Mcdonald|F|804 Good Passage Apt. 323|Matawan|NJ|07747|40.4109|-74.238|30770|Chartered legal executive (England and Wales)|1978-11-10|116725985803|adults_2550_female_urban.json
449-39-7361|343146438708213|Christie|Lowe|F|182 Frost Knoll|San Mateo|CA|94401|37.5735|-122.3225|131801|Secretary/administrator|1955-04-14|697004958121|adults_50up_female_urban.json
091-72-3335|4950900660879267593|Matthew|Gonzalez|M|711 Hernandez Street Suite 700|Springfield|MO|65803|37.2593|-93.2912|219752|Printmaker|2000-03-08|411670326867|young_adults_male_urban.json
108-23-8059|3541855521216694|Katie|Perry|F|7880 David Street|Charlotte|NC|28205|35.22|-80.7881|790689|Medical sales representative|1961-10-26|100429035158|adults_50up_female_urban.json
010-24-1710|346424369204560|Dana|Olson|F|323 Hinton Crossing Suite 821|Sykesville|MD|21784|39.4567|-76.9696|37941|Brewing technologist|1984-03-19|992743767400|adults_2550_female_urban.json
795-38-7005|4170246406128426|Elizabeth|Bradley|F|898 Brian Rue|Victoria|MN|55386|44.8582|-93.6561|6330|Systems analyst|1963-06-06|130432493607|adults_50up_female_urban.json
681-08-4481|676302813230|Rebecca|Long|F|1547 Watkins Crescent|Live Oak|FL|32064|30.2956|-82.9844|28223|Holiday representative|1997-09-22|627025325184|adults_2550_female_urban.json
484-56-9252|4708273138718543145|David|Baldwin|M|27131 Anderson Streets|Wilburton|OK|74578|34.9128|-95.3389|6822|Programme researcher, broadcasting/film/video|1970-05-27|472554196104|adults_50up_male_urban.json
871-42-5172|562864104194|Jamie|Miranda|F|7626 Hobbs Causeway|Newberry|SC|29108|34.2847|-81.6157|20469|Sales promotion account executive|1960-02-04|867317262840|adults_50up_female_urban.json
053-65-4929|2270044814164718|Kathy|Scott|F|23139 James Shores|Warrenton|VA|20187|38.7153|-77.7417|29809|Neurosurgeon|1961-03-09|235579751591|adults_50up_female_urban.json
041-90-6799|675924636581|Ryan|Gilmore|M|5888 Richard Knoll Suite 201|Cape Elizabeth|ME|04107|43.6017|-70.2301|8980|Clinical cytogeneticist|1995-10-24|296762940514|adults_2550_male_urban.json
633-31-2405|377198139100074|Samuel|Hill|M|2862 Susan Mill|Pleasanton|CA|94566|37.6658|-121.8755|71726|Scientist, research (life sciences)|1974-06-21|521328704186|adults_2550_male_urban.json
461-67-2865|3594123393442633|Anna|Rodgers|F|85848 Howard Creek Suite 387|Silver Springs|FL|34488|29.2635|-81.9532|10291|Research scientist (medical)|1984-01-14|115114767424|adults_2550_female_urban.json
379-17-6847|630438653408|Andrew|Rice|M|716 Kimberly Shore|Ashton|IL|61006|41.8643|-89.2086|1759|Neurosurgeon|1996-09-09|889104302695|adults_2550_male_rural.json
482-89-0181|4804222153527247|David|Schaefer|M|345 Cisneros Springs Apt. 919|Katy|TX|77449|29.8323|-95.736|250975|Data scientist|1987-02-24|187822591828|adults_2550_male_urban.json
750-91-6276|4470039711381051315|Robert|Thompson|M|37269 Craig Lake|Forest Hills|KY|41527|37.6432|-82.2991|675|Aid worker|1994-02-26|456680838342|adults_2550_male_rural.json
350-41-3152|213186710456195|Ann|Anderson|F|25498 Michelle Crescent Apt. 536|Oklahoma City|OK|73110|35.4605|-97.3974|640470|Furniture designer|1989-08-13|310849879617|adults_2550_female_urban.json
598-13-5253|4539534183946524|Jeff|Bell|M|7834 Mcfarland Centers|Crestwood|KY|40014|38.3326|-85.461|19986|Investment banker, operational|2003-12-14|537882513478|young_adults_male_urban.json
207-34-2555|30172350190600|Cynthia|Cannon|F|3711 Thomas Vista|King George|VA|22485|38.2811|-77.126|23004|Chief Marketing Officer|1981-07-10|86768284361|adults_2550_female_urban.json
705-95-3331|6011183356359644|Justin|Roberts|M|29896 Rose Center|Turners Station|KY|40075|38.5521|-85.1019|1323|Engineer, maintenance (IT)|1975-08-17|434279396057|adults_2550_male_rural.json
599-40-9695|378924793305017|Elizabeth|Johnson|F|09745 Tate Motorway Apt. 141|Denton|TX|76205|33.1903|-97.1282|139552|Designer, multimedia|1977-02-03|964016771102|adults_2550_female_urban.json
131-40-9046|2371476300566030|Wendy|Davis|F|94564 Goodwin Landing|San Jose|CA|95131|37.3864|-121.88|973849|Forest/woodland manager|1964-08-16|190461511325|adults_50up_female_urban.json
464-96-0325|3581291873287516|Nathan|Yang|M|940 Matthew Plains Suite 811|Owensboro|KY|42303|37.7559|-87.0803|81349|Dance movement psychotherapist|1939-03-03|593403523256|adults_50up_male_urban.json
538-98-4081|4394947231745|Charles|Smith|M|0376 Houston Track Apt. 900|Palo Alto|CA|94303|37.4673|-122.1388|92558|Diagnostic radiographer|1953-06-24|374658446720|adults_50up_male_urban.json
051-09-7607|4684805473577384699|Kimberly|Olson|F|63745 Tammy Brooks|Oregon|OH|43616|41.6418|-83.4714|20873|Radiographer, therapeutic|1950-06-10|412605208434|adults_50up_female_urban.json
409-70-1160|4701941151141655987|Victoria|Gilbert|F|0906 Nielsen Harbor Apt. 795|Brooklyn|NY|11201|40.694|-73.9903|2504700|Patent examiner|1985-06-01|548418790167|adults_2550_female_urban.json
073-70-1133|3573762527897389|Matthew|Ferguson|M|17887 Caldwell Rapid|Brooklyn|NY|11217|40.6816|-73.9798|2504700|Doctor, hospital|1964-12-01|928359790180|adults_50up_male_urban.json
727-17-4974|30418582312417|Leroy|Nguyen|M|86255 Collin Estates Apt. 605|Storrs Mansfield|CT|06268|41.7997|-72.2478|21325|Teacher, early years/pre|1971-01-28|274547011662|adults_50up_male_urban.json
209-33-0716|4754020498951993948|Marc|Leonard|M|6648 Nicholas Freeway Apt. 263|Streamwood|IL|60107|42.0225|-88.169|39927|Financial planner|1987-03-27|245623947077|adults_2550_male_urban.json
750-84-3517|4801520101980928|Michele|Mcdaniel|F|1693 Martinez Fort|Honolulu|HI|96817|21.3295|-157.8615|403114|Magazine features editor|1965-05-02|606598368078|adults_50up_female_urban.json
721-33-8073|564865473719|Danny|Miles|M|6889 James Ferry|Sweeny|TX|77480|29.0415|-95.7004|8097|Furniture conservator/restorer|2003-08-28|621239623345|young_adults_male_urban.json
214-35-0992|4824523588064845119|Meghan|Mcdonald|F|1029 Sanders Vista|Fishers|IN|46037|39.9559|-85.9601|73614|Systems analyst|1987-05-27|747608524432|adults_2550_female_urban.json
717-49-9396|180027018533328|Jason|Hughes|M|64177 Kevin Pike Apt. 027|Scottsdale|AZ|85260|33.6013|-111.8867|268597|Secondary school teacher|1978-08-06|543190664876|adults_2550_male_urban.json
206-20-6593|4429539992501454|Dillon|Moore|M|6148 Matthew Field|Laveen|AZ|85339|33.3436|-112.1716|35586|Programmer, applications|1974-12-24|856721770266|adults_2550_male_urban.json
178-18-0599|3593877006342065|Holly|Howard|F|2479 Ashlee Lights Suite 389|Towson|MD|21286|39.4143|-76.5761|39459|Financial adviser|1983-12-21|133867912513|adults_2550_female_urban.json
586-35-7304|3574414252206910|Andrew|Knight|M|97313 Maria Streets|Kingman|AZ|86409|35.2633|-114.0223|50760|Social worker|1981-07-26|363386820057|adults_2550_male_urban.json
571-64-6953|4409758969745985|Amy|Wong|F|64852 Watkins Junction Apt. 527|Santa Rosa|CA|95404|38.4534|-122.6878|209844|Diplomatic Services operational officer|1966-09-11|308913026059|adults_50up_female_urban.json
381-47-1576|3580335350404671|Brenda|Jones|F|624 Curry Bypass|Rochester|NY|14626|43.2126|-77.704|478127|Lobbyist|1982-09-08|548672436692|adults_2550_female_urban.json
016-52-3032|3500794185119184|Nathan|Lang|M|91242 Harris Centers Suite 947|Baltimore|MD|21224|39.2876|-76.5568|635495|Radiographer, diagnostic|1945-11-13|360107449116|adults_50up_male_urban.json
197-91-7793|340520022939058|James|Smith|M|91267 Jordan Coves|Clovis|CA|93612|36.8149|-119.7106|109930|Therapist, horticultural|1974-04-08|524764325353|adults_2550_male_urban.json
727-07-0865|676320261644|Mary|Castro|F|7138 Tanner Stravenue Suite 442|South Plainfield|NJ|07080|40.5839|-74.4147|23377|Magazine journalist|1999-12-04|695465037718|young_adults_female_urban.json
503-10-1083|4113450710075451|Mark|Smith|M|4475 Deborah Key Suite 967|Carthage|TX|75633|32.1544|-94.3527|13977|Technical brewer|1962-03-23|256727662400|adults_50up_male_urban.json
529-18-6004|3563158321549668|Debbie|Faulkner|F|945 Arroyo Via Suite 208|Chula Vista|CA|91915|32.6315|-116.9408|239879|Systems analyst|1990-05-29|718061885765|adults_2550_female_urban.json
477-81-6402|30422700491087|Christina|Wagner|F|313 Richard Estates Apt. 605|Minneapolis|MN|55405|44.9702|-93.3047|1022298|Journalist, magazine|1948-05-15|477721529059|adults_50up_female_urban.json
720-70-3033|2700195787664652|Anna|Watkins|F|630 Kevin Station|Harvey|LA|70058|29.8725|-90.0673|39887|Chiropractor|1933-02-15|843635101837|adults_50up_female_urban.json
433-44-7656|4687456213276130711|Randy|Howard|M|139 Young Pike|Tucson|AZ|85704|32.3379|-110.9855|865276|Sales promotion account executive|2002-06-25|871013607438|young_adults_male_urban.json
392-67-5103|2287980031134839|Bernard|Gonzalez|M|897 Lawrence Mill Suite 916|Waterloo|IL|62298|38.3223|-90.1478|16609|Engineer, broadcasting (operations)|2002-01-18|864775596635|young_adults_male_urban.json
724-92-3128|4948395950708|Allison|Blake|F|121 Mark Inlet Suite 019|Herndon|VA|20170|38.9839|-77.3675|87123|Energy manager|1957-06-22|699903271057|adults_50up_female_urban.json
832-97-1853|372979514407183|Michael|Norton|M|32651 Rasmussen Wells|Fredericksburg|VA|22405|38.3365|-77.4366|156008|Theme park manager|1990-12-04|371431678568|adults_2550_male_urban.json
683-03-0968|3582875375374944|Kathryn|Sanchez|F|5818 Nicholas Expressway|Quincy|MA|02170|42.2671|-71.0186|92271|Engineer, site|1967-09-30|479867651676|adults_50up_female_urban.json
598-44-6469|30497724459351|Tim|Newman|M|434 Nina Shore|Indianapolis|IN|46254|39.849|-86.272|910148|General practice doctor|1956-11-28|316933273162|adults_50up_male_urban.json
698-38-8133|4477558740162477|Jacqueline|Green|F|448 Lisa Point|Cedar Springs|MI|49319|43.2215|-85.5452|16181|Optician, dispensing|1987-03-06|124675147534|adults_2550_female_urban.json
121-25-1108|340233043072756|Kimberly|Knapp|F|5783 Welch Circle Suite 629|Derry|NH|03038|42.8874|-71.302|33269|Administrator, Civil Service|1991-02-18|329610729422|adults_2550_female_urban.json
563-97-7091|4853390343518234|Stephanie|Franklin|F|1796 Hannah Heights Apt. 993|Wasilla|AK|99654|61.5923|-149.3959|52168|Counsellor|1979-02-07|457214496399|adults_2550_female_urban.json
320-24-5849|2415177545885577|Gary|Campbell|M|92768 Holmes Hollow|Anaheim|CA|92801|33.8428|-117.9546|354475|Occupational hygienist|1990-01-19|629864307814|adults_2550_male_urban.json
337-05-5589|4306502077131|Nicholas|Williams|M|2364 Donna Light Apt. 854|Winston Salem|NC|27127|36.0425|-80.2609|250944|Runner, broadcasting/film/video|1937-09-27|91817441280|adults_50up_male_urban.json
796-49-0632|4617401532566202|Debra|Smith|F|807 Jones Views|Burleson|TX|76028|32.5316|-97.309|59744|Recruitment consultant|1969-01-08|524010939647|adults_50up_female_urban.json
164-50-0706|4902268390849234|Michael|Thompson|M|06433 Jeremy Ports|Childress|TX|79201|34.4104|-100.2364|7040|Charity officer|1944-02-15|308806758380|adults_50up_male_urban.json
561-21-7954|2254768160390648|Tony|Gonzalez|M|5716 Morgan Manor|Ballwin|MO|63021|38.577|-90.5255|92608|Editor, commissioning|1965-12-09|939952801490|adults_50up_male_urban.json
667-01-5932|180053980196266|Anne|Romero|F|3179 Oscar Loop|Vancouver|WA|98662|45.6914|-122.5805|299480|Cartographer|1999-01-03|85354007950|young_adults_female_urban.json
223-12-8786|3522225831750654|Melinda|Griffin|F|825 Escobar Glen Suite 467|New Ulm|MN|56073|44.3044|-94.4644|16759|Structural engineer|1945-08-18|752404530220|adults_50up_female_urban.json
134-85-4950|373498267786684|Thomas|Moreno|M|1481 Linda Roads|Laconia|NH|03246|43.5727|-71.4781|15963|Psychiatric nurse|1963-11-02|610398229486|adults_50up_male_urban.json
392-40-2738|3587612862307490|Sabrina|Olson|F|458 Burke Extension Apt. 717|Louisville|KY|40299|38.1768|-85.5218|736284|Administrator|1983-01-09|79294695572|adults_2550_female_urban.json
056-87-3165|3512800142531951|Benjamin|Edwards|M|76332 Brian Drive Apt. 602|Oceanside|CA|92058|33.2696|-117.3423|188742|Contractor|1987-02-04|715953756927|adults_2550_male_urban.json
652-42-0401|4044026939284|Paige|Williams|F|0848 Arellano Expressway Suite 845|Vevay|IN|47043|38.7724|-85.0852|5250|Film/video editor|1996-07-28|494609095211|adults_2550_female_urban.json
831-74-5019|3519600704156046|Leslie|Jones|F|46063 Jake Islands|East Chicago|IN|46312|41.6349|-87.4627|29698|Biomedical scientist|1967-02-03|875358585423|adults_50up_female_urban.json
292-42-0979|2261990895722587|Amanda|Chandler|F|522 Heidi Lights Apt. 028|Murray|KY|42071|36.6099|-88.3032|29655|Administrator|1983-12-05|43277411190|adults_2550_female_urban.json
763-37-4537|639064128221|Tyler|Stone|M|92800 Taylor Village|Cedar Springs|MI|49319|43.2215|-85.5452|16181|Historic buildings inspector/conservation officer|1959-01-21|242441678050|adults_50up_male_urban.json
720-43-5734|3557996545940983|Russell|Cook|M|800 Brown Forge|Buffalo|NY|14225|42.9255|-78.7481|564824|Theme park manager|1976-06-11|28318082492|adults_2550_male_urban.json
661-68-6254|502023280733|Courtney|Williams|F|5845 Robert Route Apt. 205|Whitehall|NY|12887|43.5531|-73.3864|4972|Company secretary|1950-06-28|196093277992|adults_50up_female_urban.json
184-17-2066|4972149875760721|Michael|Hall|M|32900 Daniel Drive|Jersey City|NJ|07302|40.7221|-74.0469|247530|Retail manager|2000-04-04|881995827733|young_adults_male_urban.json
757-59-1102|6011359241477102|Michele|Miller|F|0630 Becker Point Apt. 118|Alice|TX|78332|27.7432|-98.0836|28710|Medical technical officer|1961-03-27|263822520275|adults_50up_female_urban.json
232-81-5841|583935426986|Keith|Bennett|M|9898 Margaret Station|Winston Salem|NC|27105|36.144|-80.2376|250944|Outdoor activities/education manager|2000-08-13|628494987339|young_adults_male_urban.json
842-73-0127|3547617416401219|Richard|Haynes|M|4152 Christopher Trail Suite 957|Vancouver|WA|98664|45.6231|-122.5767|299480|Theatre director|1999-11-25|717823953193|young_adults_male_urban.json
302-21-2060|4259315760339426|Christopher|Holmes|M|613 Daniel Spurs|Sacramento|CA|95829|38.4689|-121.344|757530|Broadcast journalist|1981-06-12|915471312220|adults_2550_male_urban.json
427-60-8382|3500699555151206|Nicole|Patterson|F|1230 Kelsey Rapid Suite 826|New Haven|CT|06513|41.3072|-72.8654|128884|Administrator, education|1946-06-08|369019239372|adults_50up_female_urban.json
650-21-9793|565693526271|William|Hanna|M|32703 Cooper Plaza Apt. 932|Brookfield|WI|53045|43.0668|-88.1469|41111|Social researcher|1979-10-08|79513068521|adults_2550_male_urban.json
087-43-9917|563547240694|Tiffany|Acevedo|F|69707 Garza Plaza Suite 035|Hatboro|PA|19040|40.1785|-75.1072|20536|Programme researcher, broadcasting/film/video|1986-10-13|543733477106|adults_2550_female_urban.json
093-36-6403|30277991919604|Austin|Brown|M|93122 Billy Way|Coffeeville|MS|38922|33.9215|-89.6782|3451|Research scientist (physical sciences)|1960-09-27|122591051747|adults_50up_male_urban.json
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json
800-41-6988|4269186040963410|Marie|Hicks|F|93095 Sherman Center|San Jose|CA|95131|37.3864|-121.88|973849|Quantity surveyor|1954-03-24|871496954735|adults_50up_female_urban.json
794-18-7378|6533861773643786|Cody|Allen|M|246 Taylor Walk Suite 010|O Fallon|MO|63366|38.8239|-90.7427|89535|Television camera operator|1999-08-25|274590987745|young_adults_male_urban.json
850-25-3225|4495695876495947|Corey|White|M|0947 Colleen Ramp|Elk River|MN|55330|45.3136|-93.5814|36440|Designer, textile|1964-01-22|677737254051|adults_50up_male_urban.json
369-33-2983|561265200080|Justin|Hammond|M|61425 Hector Isle Suite 649|Grafton|OH|44044|41.2854|-82.0431|15951|Equality and diversity officer|1964-12-08|81677470433|adults_50up_male_urban.json
642-14-7486|4042994647566|Steven|Woods|M|840 Mitchell Summit|Bronx|NY|10469|40.8702|-73.8495|1382480|Diagnostic radiographer|1954-12-13|262837188234|adults_50up_male_urban.json
405-38-3283|060406486609|Natasha|Turner|F|4219 Hernandez Canyon Suite 376|Tuscola|IL|61953|39.7995|-88.2816|6216|Administrator, arts|1951-09-01|51552756570|adults_50up_female_urban.json
687-53-9940|4185220998802262190|Rita|Jones|F|466 Matthew Mountains Suite 190|Opa Locka|FL|33055|25.9476|-80.2778|107314|Accountant, chartered public finance|1997-07-22|749382050007|adults_2550_female_urban.json
836-69-1625|503882623047|Linda|White|F|83795 Daniels Pass|Ostrander|OH|43061|40.274|-83.1978|3967|Mechanical engineer|1961-08-13|604882548034|adults_50up_female_urban.json
402-28-4469|2229029342674728|Jonathan|Brady|M|87273 Miller Vista Apt. 519|Tucson|AZ|85746|32.1422|-111.0506|865276|Civil engineer, contracting|1995-10-25|438448943438|adults_2550_male_urban.json
675-09-5515|213138732535332|Susan|Gonzalez|F|0502 Kathleen Ramp|Ontario|CA|91761|34.0316|-117.6187|166856|Health and safety inspector|2001-12-25|559465008922|young_adults_female_urban.json
289-59-0577|4294514093649835|Paige|Stewart|F|5870 Heather Stream|Jupiter|FL|33458|26.9339|-80.1201|89623|Air traffic controller|1937-11-21|806029520280|adults_50up_female_urban.json
241-63-8444|4312240824861677860|Matthew|Morgan|M|15139 Jessica Trail Suite 623|Rensselaer|NY|12144|42.6359|-73.7219|20555|Product designer|1968-10-09|525859468972|adults_50up_male_urban.json
310-25-9006|2293716473621277|William|Anderson|M|759 Garcia Stream Suite 908|Lexington|KY|40505|38.0612|-84.4583|296965|Science writer|1996-12-06|462752661782|adults_2550_male_urban.json
046-80-7925|584035291478|Victoria|Nelson|F|39118 Young Lights Suite 531|Salem|AL|36874|32.6212|-85.184|7901|Pension scheme manager|1977-06-05|947482380772|adults_2550_female_urban.json
823-45-0217|4633886123412933|Aaron|Robinson|M|2452 Dylan Grove Suite 236|Brunswick|ME|04011|43.8973|-69.9779|20278|Theme park manager|1958-11-13|986515961388|adults_50up_male_urban.json
341-86-8470|575437874556|Jenna|Vasquez|F|81089 Hill Passage Apt. 893|Discovery Bay|CA|94505|37.8989|-121.6054|13403|Development worker, international aid|1966-05-01|828289727307|adults_50up_female_urban.json
081-31-5758|345455988181285|James|Calhoun|M|79005 Taylor Rue Apt. 151|Port Orchard|WA|98367|47.4707|-122.651|61951|Historic buildings inspector/conservation officer|1972-08-12|951217471825|adults_50up_male_urban.json
711-82-9026|676349497773|Veronica|Silva|F|464 Karen Keys|Chapel Hill|NC|27514|35.9203|-79.0372|91595|Biochemist, clinical|1960-03-25|624914836771|adults_50up_female_urban.json
709-77-8280|30535160893102|Michelle|Page|F|860 Lori Brook Apt. 815|Johnston|RI|02919|41.8274|-71.52|28790|Accountant, chartered|1968-05-04|73406784786|adults_50up_female_urban.json
566-31-7951|36320988557013|Justin|Brown|M|437 Wheeler Via Suite 226|Mattapan|MA|02126|42.2739|-71.0939|25562|Amenity horticulturist|1982-04-18|345621461112|adults_2550_male_urban.json
479-24-9986|3500587959131934|Jeffrey|Lewis|M|533 Jodi Parks Apt. 000|Calverton|NY|11933|40.9297|-72.7423|6844|Accountant, chartered certified|1948-02-22|133621631460|adults_50up_male_urban.json
615-84-4283|4654597096779144259|Shannon|Pena|F|7949 Leah Cape|Kensington|MD|20895|39.0298|-77.0793|19054|Systems analyst|1972-06-23|518480566650|adults_50up_female_urban.json
791-67-8842|2271044521285839|Patrick|Francis|M|813 Elizabeth Field|Orlando|FL|32818|28.5801|-81.4846|878243|Theme park manager|1985-03-03|667780845807|adults_2550_male_urban.json
407-24-6019|6011806712838246|Gregory|Holden|M|938 Melissa Crescent Suite 477|Columbus|OH|43229|40.0839|-82.9726|783285|Engineer, electronics|1986-04-08|374174709730|adults_2550_male_urban.json
365-26-1190|3554968771228931|Carrie|Cook|F|36564 Lopez Mission Apt. 586|Hialeah|FL|33010|25.8325|-80.2808|347944|Ergonomist|1953-08-07|286053720375|adults_50up_female_urban.json
406-17-5360|3523046337247261|Martha|Hernandez|F|178 Nicholas Row|Toledo|OH|43605|41.6525|-83.5085|316948|Designer, graphic|1989-10-22|685808287263|adults_2550_female_urban.json
805-85-3355|6011741892426027|Brett|Ferguson|M|20688 Amy Cliffs|Dupo|IL|62239|38.5257|-90.1874|4954|Maintenance engineer|1983-05-15|65881416587|adults_2550_male_urban.json
662-74-2485|4775178472526911|Lisa|Massey|F|750 Cory Island Suite 738|Charleston|SC|29410|32.9302|-80.0027|195110|Commercial/residential surveyor|1935-09-22|884430089506|adults_50up_female_urban.json
017-49-7878|370548506631654|Dustin|Sawyer|M|96732 Zachary Crossroad Suite 931|Bakersfield|CA|93311|35.3039|-119.1056|520197|Tourist information centre manager|2005-09-11|912184891057|young_adults_male_urban.json
533-13-3553|346617720905821|Scott|May|M|0445 Kelly Wall Suite 106|Hendersonville|TN|37075|36.3054|-86.6072|59256|Therapist, drama|1970-08-28|531698548793|adults_50up_male_urban.json
462-51-5041|5393476553161635|Ronald|Sanchez|M|57395 Richard Points|Hollywood|FL|33027|25.9974|-80.3248|420284|Health physicist|1930-06-09|337104265187|adults_50up_male_urban.json
266-20-2329|3538175657752585|Brian|Yang|M|4287 Anna Forges Suite 751|Kennewick|WA|99336|46.2109|-119.168|90153|Teacher, special educational needs|1975-05-14|698375108449|adults_2550_male_urban.json
667-35-0478|370733356217685|Beth|Campbell|F|953 Kidd Hollow|Renton|WA|98058|47.4465|-122.1216|141407|Restaurant manager|1965-09-02|337700191037|adults_50up_female_urban.json
257-26-1706|180053016209190|Frank|Joyce|M|9517 Hannah Ranch Apt. 567|San Francisco|CA|94110|37.7509|-122.4153|805301|Surveyor, hydrographic|1998-09-26|353570366143|young_adults_male_urban.json
674-32-2886|180020880128848|Hunter|Lawrence|M|43041 Gary Corner Apt. 398|Ocean City|MD|21842|38.3811|-75.1138|11089|Product designer|1991-05-03|34886695848|adults_2550_male_urban.json
